automaker,series,year,kilometers_traveled,condition,type,volume,origin,warranty_policy,weight,location,partner,price
Yamaha,Nouvo,2015,3456.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,10800000.0
Honda,SH,2023,2000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,58000000.0
Hãng khác,Dòng khác,2010,999999.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Trà Vinh,0,3500000.0
Yamaha,Sirius,2014,3000.0,Đã sử dụng,Xe số,,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,7900000.0
Honda,Wave,2014,40.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,7800000.0
Piaggio,Sprint,2016,10000.0,Đã sử dụng,Tay ga,,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,1,29500000.0
Yamaha,Exciter,2020,1000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Hà Nội,0,13500000.0
Honda,Wave,2015,98110.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10200000.0
Honda,Wave,2020,30.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,11900000.0
Piaggio,Vespa,2016,14000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,14500000.0
Honda,Vision,2022,6226.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,30000000.0
Yamaha,YAZ,2018,2000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,35000000.0
Honda,Vision,2022,4000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,28500000.0
Piaggio,Vespa,2016,12000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,14400000.0
Honda,Air Blade,2023,6000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,37500000.0
Honda,Winner X,2020,20.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,16300000.0
Honda,SH,2022,3000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,91000000.0
Honda,MSX 125,2018,26000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,22800000.0
SYM,Attila,2020,9000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,18000000.0
Yamaha,Mio,2009,5.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,4500000.0
Honda,SH,2023,,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tây Ninh,0,75000000.0
Honda,Winner X,2023,2000.0,Đã sử dụng,Tay côn/Moto,,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,1,27900000.0
Piaggio,Vespa,2011,23000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,10500000.0
Ducati,Monster,2018,12000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,10700000.0
Yamaha,Sirius,2010,48000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Long An,0,6900000.0
Honda,Wave,2008,4566.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,8800000.0
SYM,Shark,2012,10000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,8500000.0
Yamaha,Nouvo,2011,7542.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,2200000.0
Piaggio,Vespa,2014,100000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,5300000.0
Honda,Air Blade,2021,1.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,1,35500000.0
Yamaha,Sirius,2016,15000.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,5500000.0
Honda,Wave,2021,12.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đồng Nai,0,12800000.0
Honda,SH,2016,40.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,47800000.0
Detech,Espero,2023,2000.0,Đã sử dụng,Tay ga,Dưới 50 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,15500000.0
Honda,SH,2013,9139.0,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,Hà Nội,0,118000000.0
Suzuki,Satria,2019,26000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,26900000.0
Honda,Wave,2007,11111.0,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8500000.0
Yamaha,FZ,2016,23456.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,22800000.0
Honda,Air Blade,2019,5000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,19800000.0
Honda,SH Mode,2016,1.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,1,36500000.0
Honda,Air Blade,2009,1234.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,7600000.0
Honda,Dòng khác,2023,3000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,10800000.0
SYM,Attila,2010,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,4000000.0
Yamaha,Exciter,2018,23456.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,17500000.0
Honda,Lead,2009,28000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6600000.0
Honda,Winner X,2020,13.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,18500000.0
Honda,SH,2008,12000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,28700000.0
Honda,SH Mode,2019,18000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,42500000.0
Yamaha,Exciter,2019,1.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,19000000.0
Honda,Air Blade,2013,29000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,17800000.0
Honda,Lead,2010,1234.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8500000.0
Yamaha,Exciter,2011,30.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,13000000.0
Suzuki,Axelo,2016,60000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Đồng Nai,0,8800000.0
Honda,Wave,2003,12345.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8800000.0
Honda,CG125Fi,2015,696969.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,18000000.0
Honda,Dream,2010,693033.0,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10000000.0
Suzuki,GZ,2013,35000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,38800000.0
Honda,Lead,2009,697667.0,Đã sử dụng,Tay ga,,Việt Nam,Bảo hành hãng,> 50 kg,Hải Phòng,0,9000000.0
Honda,Wave,2021,15000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,13000000.0
Yamaha,Nouvo,2010,8000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,2800000.0
Yamaha,Exciter,2018,8000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,16800000.0
Yamaha,Exciter,2018,8000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,16500000.0
Honda,Air Blade,2013,19000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,18800000.0
Piaggio,Liberty,2013,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8800000.0
Piaggio,Vespa,2013,12000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,10800000.0
Yamaha,Exciter,2015,9900.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,9800000.0
Honda,Future,2001,15000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,16600000.0
Honda,SH Mode,2018,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,42000000.0
Yamaha,Jupiter,2010,15000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,4200000.0
Yamaha,FZ,2015,40000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,25800000.0
Honda,SH,2022,4000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,85000000.0
Honda,CBR,2008,20000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Khánh Hòa,0,65000000.0
Honda,PCX,2020,4179.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,66000000.0
Honda,Winner X,2023,12456.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đồng Nai,1,25800000.0
Honda,Winner X,2021,6000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đồng Nai,0,19500000.0
Victory,Dòng khác,2023,,Mới,Xe số,Dưới 50 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,14800000.0
Suzuki,EN,2014,60000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,23800000.0
Honda,Wave,2022,11000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,19800000.0
Honda,Lead,2015,34000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,18000000.0
Honda,Winner X,2020,53000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,17000000.0
Honda,SH,2015,33000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,31000000.0
Honda,Vario,2022,7000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,38900000.0
Honda,Winner X,2021,1500.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,18800000.0
Yamaha,Nozza,2014,11111.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hải Phòng,0,11000000.0
Yamaha,Jupiter,2008,99999.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hải Phòng,0,9500000.0
Yamaha,Exciter,2020,5000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,22800000.0
Yamaha,Exciter,2018,1000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,19800000.0
Honda,SH,2012,60000.0,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,Đà Nẵng,0,110000000.0
Honda,Click,2014,5.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,34000000.0
Yamaha,Exciter,2012,39.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đồng Nai,0,14000000.0
Piaggio,Vespa,2013,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,3900000.0
Yamaha,Sirius,2012,40000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,4000000.0
Yamaha,Nouvo,2013,36524.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,7500000.0
Honda,Vision,2012,40.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,10800000.0
Yamaha,Nouvo,2008,40000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,1900000.0
Honda,SH,2013,8888.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,200000000.0
Yamaha,FZ,2015,7000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,27800000.0
Yamaha,Nozza,2016,2000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,8800000.0
Honda,Wave,2018,18900.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,9000000.0
Piaggio,Sprint,2016,8000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,41500000.0
Honda,Dream,1993,12000.0,Đã sử dụng,Xe số,50 - 100 cc,Nước khác,Bảo hành hãng,> 50 kg,Đồng Nai,0,35000000.0
Honda,Air Blade,2021,14000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,38500000.0
Honda,Air Blade,2010,30.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,13800000.0
Honda,Air Blade,2018,8000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,19800000.0
Yamaha,Exciter,2021,4000.0,Đã sử dụng,Tay côn/Moto,,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,26800000.0
Yamaha,Nozza,2013,1000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,9900000.0
Honda,Vision,2017,9000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,11500000.0
Honda,Air Blade,2021,5.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,41000000.0
Yamaha,Exciter,2018,35000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Trà Vinh,0,20000000.0
Honda,SH Mode,2021,6000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,56500000.0
Honda,Vision,2022,7400.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,28500000.0
Honda,SH,2022,19999.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,74000000.0
Yamaha,Nozza,2014,3456.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,9500000.0
Honda,Click,2008,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,7000000.0
Suzuki,Satria,2019,19000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,25000000.0
Honda,Vario,2019,123456.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Trà Vinh,0,31000000.0
Honda,SH,2011,8888.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,145000000.0
Piaggio,Sprint,2022,3000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,63500000.0
Yamaha,YB125,2017,24998.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,32800000.0
Honda,Wave,2021,1800.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,9800000.0
Honda,Vario,2018,15000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,32800000.0
Honda,Air Blade,2012,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,14000000.0
Honda,Dream,2002,31379.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,29800000.0
Honda,Air Blade,2020,4000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,26500000.0
Yamaha,Janus,2017,25000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,13000000.0
Piaggio,Sprint,2016,8000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,32500000.0
Honda,Air Blade,2013,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,16000000.0
Honda,SH,2023,30.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,399000000.0
Yamaha,Janus,2019,7000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,15800000.0
Honda,Air Blade,2019,8639.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,83000000.0
Yamaha,Sirius,2020,23000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10500000.0
Honda,Winner,2018,10000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,16500000.0
Honda,Winner,2019,5000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,13800000.0
Honda,Wave,2022,7000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Sóc Trăng,0,14800000.0
Piaggio,Sprint,2018,11000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,43000000.0
Honda,Vision,2020,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đà Nẵng,0,28500000.0
Honda,Lead,2021,5.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,32000000.0
Visitor,Phoenix,2013,20000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Trung Quốc,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,25000000.0
Honda,Air Blade,2019,15000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,31000000.0
Piaggio,Liberty,2020,8000.0,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,1,27500000.0
Honda,Lead,2011,15.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,9800000.0
Honda,Vision,2019,8000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,27500000.0
Honda,SH,2012,80000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,38800000.0
Yamaha,Nouvo,2012,124521.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,5800000.0
Honda,SH Mode,2018,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,39500000.0
SYM,Attila,2012,100000.0,Đã sử dụng,Tay ga,100 - 175 cc,Hàn Quốc,Bảo hành hãng,> 50 kg,Tây Ninh,0,5000000.0
Honda,SH Mode,2018,16000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,38700000.0
Honda,Future,2022,4200.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,An Giang,0,32000000.0
Honda,Wave,2011,30.0,Đã sử dụng,Xe số,,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8800000.0
Honda,Vario,2021,8000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,39500000.0
Honda,Air Blade,2014,16800.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,10800000.0
Honda,SH,2022,,Mới,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,63800000.0
Honda,SH,2010,5555.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,106000000.0
Malaguti,Grizzly,2020,357.0,Đã sử dụng,Xe số,Dưới 50 cc,Việt Nam,Bảo hành hãng,> 50 kg,Bình Dương,0,1900000.0
Honda,SH,2018,15000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,65000000.0
Honda,67,1997,5.0,Đã sử dụng,Xe số,Dưới 50 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bà Rịa - Vũng Tàu,0,15500000.0
Honda,Vario,2019,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,16700000.0
Honda,SH Mode,2017,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,38500000.0
Yamaha,Grande,2017,8000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,13500000.0
Yamaha,Sirius,2016,345678.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,7500000.0
Honda,SH,2015,17000.0,Đã sử dụng,Tay ga,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,84500000.0
Honda,Winner X,2023,2000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,26800000.0
SYM,Dòng khác,2020,14000.0,Đã sử dụng,Tay ga,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,15300000.0
Honda,Lead,2015,1000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,20800000.0
Piaggio,Vespa,2012,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,11800000.0
Honda,Wave,2021,9000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,13800000.0
Yamaha,Exciter,2016,5.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,20000000.0
Honda,Dream,2013,12000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,9500000.0
